"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.956887208E0,-1.339433384E-1,1.797258675E-2,-1.515247464E-2,1.359905484E-1
1.966942208E0,-1.625172195E-1,4.795886278E-2,-5.405166149E-3,1.695320470E-1
1.976997208E0,-1.306829309E-1,5.055268764E-2,-2.766200781E-2,1.428243304E-1
1.987052208E0,-1.121421410E-1,2.514185786E-2,-3.822439989E-2,1.211159674E-1
1.997107208E0,-9.606595248E-2,1.117402911E-2,-6.054031670E-2,1.140993256E-1
2.007162208E0,-4.707330197E-2,-1.859063745E-2,-1.145346755E-1,1.252186066E-1
2.017216208E0,-1.662071049E-2,-3.617438436E-2,-1.430269879E-1,1.484639800E-1
2.027271208E0,-3.872216240E-2,-5.324123740E-2,-1.447852274E-1,1.590496693E-1
2.037326208E0,-3.120980591E-2,-5.948372483E-2,-2.098366892E-1,2.203265795E-1
2.047381208E0,-1.773358181E-2,-4.078491390E-2,-2.273795056E-1,2.316879986E-1
2.057436208E0,-4.530159563E-2,-5.951997757E-2,-2.080591357E-1,2.210960566E-1
2.067491208E0,-1.029196201E-1,-6.841768563E-2,-1.656954736E-1,2.067085336E-1
2.077546208E0,-7.521697417E-2,-8.773337781E-2,-1.538302853E-1,1.924019113E-1
2.087601208E0,-2.038207814E-2,-9.873432934E-2,-1.268500719E-1,1.620334461E-1
2.097656208E0,-2.181508452E-2,-5.165488780E-2,-1.112760405E-1,1.246053070E-1
2.107711208E0,-3.242617294E-2,-3.510025084E-2,-1.002891131E-1,1.110918112E-1
2.117765208E0,-2.728266969E-2,-2.647560775E-2,-3.088207860E-2,4.897963506E-2
2.127820208E0,-2.404433548E-2,-2.020914674E-2,-2.392329812E-2,3.948245020E-2
2.137875208E0,-1.925341934E-3,-7.007887959E-3,2.863961658E-3,7.811511480E-3
2.147930208E0,1.291490601E-1,6.506196856E-3,4.589596053E-2,1.372160687E-1
2.157985208E0,1.933465178E-1,7.996652126E-2,-1.743814667E-2,2.099562084E-1
2.168040208E0,1.972948502E-1,9.447814107E-2,-3.510610034E-2,2.215486749E-1
2.178095542E0,2.085181421E-1,6.027017534E-2,9.187727671E-3,2.172480701E-1
2.188150542E0,1.618219855E-1,9.585691452E-2,4.587491512E-2,1.935959992E-1
2.198205542E0,9.095446274E-2,3.187492669E-2,1.282832336E-1,1.604534614E-1
2.208260542E0,1.070670502E-1,-2.496000946E-2,1.424054289E-1,1.799045899E-1
2.218314542E0,1.358404675E-1,2.150605917E-3,1.183137310E-1,1.801538139E-1
2.228369542E0,9.979808405E-2,5.503691733E-2,6.505378246E-2,1.312277199E-1
2.238424542E0,-2.024905398E-2,1.183540767E-1,8.334153414E-2,1.461626593E-1
2.248479542E0,-1.348603280E-1,1.277961606E-1,6.954444865E-2,1.983824515E-1
2.258534542E0,-1.746254875E-1,7.833748698E-2,6.028361937E-2,2.006612506E-1
2.268589542E0,-1.813684966E-1,2.328068912E-2,-7.594368258E-3,1.830141974E-1
2.278644542E0,-2.031365110E-1,1.578514338E-2,-8.995473504E-2,2.227228484E-1
