"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.099256625E0,1.282997228E0,-3.312207931E0,2.335043763E0,4.250792002E0
2.109245625E0,8.856876951E-1,-2.957482793E0,1.816570274E0,3.582048956E0
2.119235625E0,1.265280749E0,-2.764827855E0,1.624653254E0,3.447420287E0
2.129224625E0,2.384513254E0,-2.764303944E0,1.656271488E0,4.008804684E0
2.139214625E0,3.091512378E0,-2.032774289E0,1.922259282E0,4.169496473E0
2.149203625E0,3.989423093E0,-1.586705117E0,1.900474311E0,4.695203121E0
2.159193625E0,4.162822273E0,-9.508288935E-1,1.591051353E0,4.556820083E0
2.169182625E0,4.155636045E0,-2.362763366E-1,1.644246982E0,4.475341951E0
2.179172625E0,3.401517134E0,-4.918490696E-1,1.406089303E0,3.713397561E0
2.189161625E0,2.099027043E0,-9.880180621E-1,8.078290951E-1,2.456558989E0
2.199151625E0,1.250534071E0,-1.021854730E0,4.899732828E-1,1.687630401E0
2.209140625E0,1.110939984E0,-1.004741976E0,2.390944022E-1,1.516858668E0
2.219129625E0,3.197889018E-1,-4.749778059E-1,-2.939681822E-1,6.436506428E-1
2.229119625E0,-8.265308297E-1,1.045426025E0,2.437037623E-1,1.354791612E0
2.239108625E0,-2.115236109E-1,2.481716490E0,6.824139208E-1,2.582508032E0
2.249098625E0,1.236756277E-1,3.004653744E0,7.990337133E-1,3.111542167E0
2.259087625E0,5.894636571E-2,3.006460533E0,2.593895030E-1,3.018205183E0
2.269077625E0,2.143045467E-1,2.576574408E0,5.566549301E-3,2.585477346E0
2.279066000E0,5.912406260E-1,1.995555007E0,-1.310787874E-1,2.085422478E0
2.289056000E0,1.449850450E0,1.318112097E0,-4.030246013E-1,2.000478607E0
2.299045000E0,2.627381449E0,5.552662164E-1,-2.743069196E-1,2.699388475E0
2.309035000E0,3.257492026E0,2.216471878E-1,9.484125316E-2,3.266401175E0
2.319024000E0,3.806942017E0,1.876315954E-1,3.583583057E-2,3.811731541E0
2.329014000E0,4.236915851E0,3.850400278E-1,-6.050932646E-1,4.297190897E0
2.339003000E0,4.395090343E0,4.329155678E-1,-9.366824323E-1,4.514599538E0
2.348993000E0,4.441265513E0,3.115548527E-1,-1.620766318E0,4.738015327E0
2.358982000E0,3.965848873E0,4.315677845E-1,-2.354853837E0,4.632444779E0
2.368972000E0,3.455888930E0,6.157828519E-1,-2.831038216E0,4.509671186E0
2.378961000E0,3.104583244E0,9.038712202E-1,-2.967084213E0,4.388508748E0
2.388951000E0,3.064440939E0,1.072706356E0,-3.350533506E0,4.665573059E0
2.398940000E0,3.183400787E0,9.547184613E-1,-3.521767462E0,4.842352111E0
2.408929000E0,3.145401487E0,6.575737792E-1,-3.102049645E0,4.466392928E0
2.418919000E0,3.161351522E0,3.436600135E-1,-2.030788282E0,3.773108360E0
2.428908000E0,3.015430162E0,7.458857390E-1,-3.555069110E0,4.720983052E0
2.438898000E0,1.718976444E0,7.124244627E-1,-3.677220953E0,4.121211299E0
2.448887000E0,5.697412911E-1,5.490514302E-1,-2.739893573E0,2.851855432E0
2.458877000E0,4.991665676E-1,5.607215224E-1,-3.041624519E0,3.132898913E0
2.468866000E0,9.970297909E-1,6.475801568E-1,-2.933219479E0,3.164996837E0
2.478856000E0,6.505103427E-1,7.899643895E-1,-2.206245098E0,2.432020739E0
2.488845000E0,-1.678735614E-3,5.800404306E-1,-2.269027821E0,2.341994230E0
2.498835000E0,-2.372767952E-1,2.682994902E-3,-2.606098169E0,2.616878893E0
2.508824000E0,-1.163791797E-1,-2.403241447E-1,-2.935256065E0,2.947376456E0
2.518814000E0,4.983318776E-2,-7.212050803E-2,-3.056515038E0,3.057771884E0
2.528803000E0,-5.387171343E-2,1.170648022E-1,-2.671954774E0,2.675060494E0
2.538793000E0,-2.317106844E-1,3.169266897E-1,-2.243825737E0,2.277912708E0
2.548782000E0,-7.624019305E-1,5.475150011E-1,-2.048970784E0,2.253732605E0
2.558772000E0,-1.079276434E0,5.755262339E-1,-2.165797568E0,2.487317264E0
2.568761000E0,-1.003629397E0,5.346971004E-1,-2.396570213E0,2.652681990E0
2.578751000E0,-7.133959776E-1,5.922776297E-1,-2.186966243E0,2.375404799E0
2.588740000E0,4.704713568E-2,1.415165059E-2,-2.527819739E0,2.528297122E0
2.598730000E0,1.950214528E-1,3.902607143E-2,-3.054619955E0,3.061087956E0
2.608719000E0,-1.741243811E-1,7.677524252E-1,-2.446508358E0,2.570051796E0
2.618708000E0,-5.152686301E-1,1.022107914E0,-1.477988421E0,1.869399937E0
2.628698000E0,-7.706451890E-1,1.425601024E0,-1.093833954E0,1.955173907E0
2.638687000E0,-1.851080833E-1,1.525208781E0,-6.837552720E-1,1.681680142E0
2.648677000E0,3.003293681E-1,1.978329402E-1,-5.318358386E-1,6.420163244E-1
2.658666000E0,9.669468896E-1,3.806885299E-1,-8.667655206E-1,1.353215619E0
2.668656000E0,3.478057187E0,2.438262030E0,-2.450129539E-1,4.254648619E0
2.678645000E0,-2.275224554E0,1.190927672E1,2.751450595E0,1.243294008E1
2.688635000E0,-1.522721668E-1,1.211768786E0,4.831998682E-1,1.313412546E0
2.698624000E0,2.873660618E0,-8.701786573E0,-1.505115409E0,9.286785628E0
2.708614000E0,5.725374296E-1,-1.241964684E0,1.109232012E0,1.760872239E0
2.718603000E0,1.086270435E0,5.189512065E0,3.024361199E0,6.103915104E0
2.728593000E0,2.619374272E-1,2.904713718E0,1.386606381E0,3.229342078E0
2.738582000E0,-1.329788548E0,1.619185523E0,9.036035639E-1,2.281797261E0
2.748572000E0,1.875080730E0,-5.272173568E0,-1.362476676E0,5.759173948E0
2.758561000E0,-1.085084619E0,5.634539555E0,8.774226558E-1,5.804766589E0
2.768551000E0,1.953141644E0,-4.319197577E0,6.408945966E-1,4.783406304E0
2.778540000E0,-1.681571806E0,1.932126751E0,-1.284499378E0,2.865438216E0
2.788530000E0,5.110595119E-1,9.990874261E-1,2.161448409E0,2.435408946E0
2.798519000E0,-2.186458120E-1,-4.668753777E0,-1.297135795E0,4.850528743E0
2.808508000E0,-2.640558735E-1,4.698898220E0,1.333685571E-1,4.708201053E0
