"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.533686917E0,1.626432270E-2,-3.161004782E-3,5.887619913E-2,6.116311771E-2
1.543740917E0,1.263378650E-2,1.629560530E-2,2.580142379E-2,3.302836331E-2
1.553795917E0,4.836524427E-3,2.946119606E-2,3.054176152E-2,4.271010699E-2
1.563850917E0,3.741311699E-2,-5.416860580E-3,1.020573020E-2,3.915661669E-2
1.573904917E0,1.435096756E-2,-1.901923835E-2,-1.849826971E-2,3.016401299E-2
1.583959917E0,2.492185637E-2,-1.066824496E-2,-2.808068672E-2,3.903120985E-2
1.594013917E0,2.472787499E-3,-1.510277331E-2,-4.251280267E-2,4.518347962E-2
1.604068917E0,-4.153935090E-2,2.499099970E-3,-4.140064398E-2,5.870073675E-2
1.614123917E0,4.487284854E-2,-1.494665265E-2,-6.773884216E-2,8.261673982E-2
1.624177917E0,4.982807145E-2,-3.852554977E-2,-1.683343402E-1,1.797317579E-1
1.634232917E0,3.777125895E-2,-2.930273652E-2,-1.667076266E-1,1.734265007E-1
1.644287917E0,8.254733607E-2,-3.433192670E-2,-2.183736424E-1,2.359656576E-1
1.654341917E0,9.183300689E-2,-5.198525548E-2,-2.347704045E-1,2.573964078E-1
1.664396917E0,8.748706385E-2,-5.759448946E-2,-1.846509955E-1,2.122901357E-1
1.674450917E0,8.793306023E-2,-3.305723369E-2,-1.580642724E-1,1.838731030E-1
1.684505917E0,8.882125229E-2,3.017046332E-2,-9.052834690E-2,1.303643099E-1
1.694560917E0,1.035335778E-1,6.811070681E-2,-5.420250138E-2,1.352633774E-1
1.704614917E0,1.127810955E-1,8.955829382E-2,-4.808984041E-2,1.518318025E-1
1.714669917E0,7.915726662E-2,6.658575296E-2,-1.052732706E-2,1.039728809E-1
1.724723917E0,1.710105926E-2,2.690888643E-2,-1.355033755E-2,3.464312406E-2
1.734778917E0,-3.578642160E-2,2.256791353E-2,-2.943429887E-2,5.153985489E-2
1.744833917E0,-9.540521711E-2,1.610323191E-3,-3.222868323E-2,1.007146296E-1
1.754887917E0,-1.319481222E-1,2.370870531E-2,-6.359199682E-2,1.483790812E-1
1.764942917E0,-1.628997736E-1,5.735826194E-2,-7.175821820E-2,1.870175081E-1
1.774996917E0,-1.673603220E-1,8.362453938E-2,-1.202193568E-1,2.223853294E-1
1.785051917E0,-1.654117374E-1,1.289311051E-2,-9.088270644E-2,1.891743680E-1
1.795106917E0,-1.674942233E-1,-3.834662497E-2,-6.231028715E-2,1.827767774E-1
1.805160917E0,-1.704344957E-1,-2.461443901E-2,-4.923474351E-2,1.791028975E-1
1.815215917E0,-1.817775093E-1,-3.269353688E-2,1.053432545E-2,1.849943303E-1
1.825269917E0,-1.859120755E-1,-1.795621455E-2,3.006168684E-2,1.891809464E-1
1.835324917E0,-1.578784771E-1,1.925078809E-2,3.986045083E-2,1.639666488E-1
1.845379917E0,-7.725136667E-2,4.601466358E-2,6.267688930E-2,1.096061831E-1
1.855433917E0,-1.486800760E-3,2.877473295E-2,4.692860166E-2,5.506804415E-2
1.865488917E0,8.482248768E-2,-2.061143517E-2,2.197381815E-2,9.001407868E-2
1.875542917E0,1.342107023E-1,-1.558633804E-2,2.612884959E-2,1.376159996E-1
1.885597917E0,1.525208196E-1,-5.222733021E-3,-2.674574912E-2,1.549361560E-1
1.895652917E0,1.321806952E-1,-2.424840331E-2,-1.384796083E-2,1.350980654E-1
1.905706917E0,1.374728639E-1,-4.350913167E-3,-2.289186755E-2,1.394336988E-1
1.915761917E0,1.363694943E-1,-2.830052376E-3,-4.498908022E-2,1.436268273E-1
1.925815917E0,1.200795901E-1,-2.895541191E-3,-5.988308966E-2,1.342142934E-1
1.935870917E0,1.153455381E-1,-5.120406747E-3,-8.923671523E-2,1.459246486E-1
1.945925917E0,7.391289890E-2,1.242474854E-2,-1.029285737E-1,1.273254974E-1
1.955979917E0,3.986836284E-2,-2.354381382E-2,-1.112538028E-1,1.205039674E-1
1.966034917E0,-1.070859075E-2,-4.903124213E-2,-7.825796485E-2,9.296798203E-2
1.976088917E0,-6.459068298E-2,-3.932135582E-2,-6.880652547E-2,1.022372892E-1
1.986143917E0,-7.656358793E-2,-5.122862577E-2,-2.476180712E-2,9.539131086E-2
1.996198917E0,-1.080357876E-1,-5.816810131E-3,-9.031609297E-3,1.085685804E-1
2.006252917E0,-1.596808814E-1,2.246851087E-2,2.970617613E-2,1.639672978E-1
2.016303958E0,-1.472451693E-1,2.361105680E-2,5.925451398E-2,1.604671907E-1
2.026357958E0,-1.781250460E-1,4.610529542E-2,3.619892439E-2,1.875222451E-1
2.036412958E0,-1.838107324E-1,6.618638813E-2,3.108321369E-2,1.978211047E-1
2.046467958E0,-1.720182140E-1,5.768219769E-2,6.144252380E-2,1.915533493E-1
2.056521958E0,-1.788340209E-1,3.766951740E-2,8.283163866E-2,2.006531334E-1
2.066576958E0,-1.300651726E-1,-1.634647608E-2,8.298953176E-2,1.551496658E-1
2.076630958E0,-4.335052595E-2,-3.172816157E-2,9.440740803E-2,1.086218350E-1
2.086685958E0,3.294145882E-2,-1.452682257E-2,8.661246657E-2,9.379705565E-2
2.096740958E0,8.970432803E-2,-1.961039186E-2,1.221354894E-1,1.528021980E-1
2.106794958E0,1.289582947E-1,1.023262739E-3,1.398396707E-1,1.902272912E-1
2.116849958E0,1.840792657E-1,-5.905103087E-3,1.362915619E-1,2.291188254E-1
2.126903958E0,1.893506768E-1,-2.151190639E-2,1.027297318E-1,2.164944312E-1
2.136958958E0,2.103201078E-1,-4.875993133E-3,7.278963050E-2,2.226132372E-1
2.147013958E0,2.064992447E-1,3.289058805E-2,-6.529603992E-3,2.092041218E-1
2.157067958E0,2.343290676E-1,3.649715066E-2,-9.312293921E-3,2.373370446E-1
2.167122958E0,2.043280274E-1,-8.412973881E-3,-4.644852698E-2,2.097097674E-1
2.177176958E0,1.504737094E-1,1.086705029E-2,-5.229223430E-2,1.596712490E-1
2.187231958E0,1.102020349E-1,1.951683640E-2,-3.305429181E-2,1.166961079E-1
2.197286958E0,6.533137903E-2,1.685986161E-2,-5.814489517E-3,6.772187466E-2
2.207340958E0,2.054126859E-2,3.105339289E-2,3.028857708E-3,3.735546686E-2
2.217395958E0,2.373647958E-2,-1.346029043E-3,1.750656366E-2,2.952476974E-2
2.227449958E0,-4.492561966E-3,-3.074758351E-2,1.249782046E-2,3.349317126E-2
2.237504958E0,-3.104827657E-2,-3.053299069E-2,6.171754394E-3,4.398124090E-2
2.247558958E0,-5.923624143E-2,-3.879510641E-2,3.118338380E-3,7.087818151E-2
2.257613958E0,-5.571534052E-2,-2.576166272E-2,-2.242973652E-3,6.142388271E-2
2.267668958E0,-7.014100626E-2,-2.921268940E-3,9.419882689E-3,7.083098730E-2
2.277722958E0,-1.164755125E-1,1.755626500E-2,2.675082888E-3,1.178215750E-1
2.287777958E0,-1.221306472E-1,-9.238600731E-4,9.853709545E-3,1.225309923E-1
2.297831958E0,-9.291708067E-2,-4.426459193E-2,1.265978834E-2,1.036976770E-1
2.307886958E0,-9.308679610E-2,-7.140385866E-2,-8.051615953E-4,1.173214001E-1
2.317941958E0,-1.061830974E-1,-2.400866747E-2,-1.447887540E-2,1.098221476E-1
2.327995958E0,-1.065617046E-1,3.840451241E-3,-1.311413527E-2,1.074342892E-1
2.338050958E0,-8.011518672E-2,1.308548391E-2,-1.653122982E-2,8.284295137E-2
2.348104958E0,-6.193633944E-2,1.377954841E-2,-1.256040394E-2,6.468191281E-2
2.358159958E0,-2.806166500E-2,2.030270219E-2,-9.666616917E-3,3.595970302E-2
2.368214958E0,-8.036997914E-3,2.421916723E-3,2.530674934E-3,8.767173530E-3
2.378268958E0,7.284315079E-3,-1.895550370E-2,-1.687215904E-2,2.640155521E-2
2.388323958E0,-8.462236673E-3,-1.246217072E-2,-2.915540496E-2,3.281695883E-2
2.398377958E0,-2.107263431E-2,2.855195403E-3,-7.326579485E-3,2.249192799E-2
2.408432958E0,-2.162490383E-2,1.384796083E-2,-8.231143747E-3,2.696579708E-2
2.418487958E0,-2.114236236E-2,3.133288980E-2,2.999855518E-2,4.825622014E-2
2.428541958E0,-4.029097036E-2,6.012107134E-2,3.899393002E-2,8.220968367E-2
2.438596958E0,-5.834790319E-2,6.169514179E-2,9.486522675E-3,8.544449918E-2
2.448650958E0,-5.632345095E-2,2.649314940E-2,2.887006084E-2,6.861267015E-2
2.458705958E0,7.522735298E-3,-5.901010036E-3,-1.361874998E-2,1.663982622E-2
2.468760958E0,-4.128762826E-2,-2.226912081E-2,-3.897989670E-2,6.099192025E-2
2.478814958E0,-8.049715608E-2,-2.517928004E-2,-7.157576680E-3,8.464643634E-2
2.488869958E0,-7.655891016E-2,-3.696025014E-2,-2.459691564E-2,8.850048064E-2
2.498923958E0,-9.969093382E-2,-1.301824093E-2,-1.714228213E-2,1.019883068E-1
2.508978958E0,-6.288051859E-2,-9.912784696E-3,-6.178186331E-3,6.395617956E-2
2.519033958E0,-4.118486345E-2,-2.280647993E-2,-2.236446697E-2,5.212003345E-2
2.529087958E0,-5.598328918E-2,2.835080981E-2,1.960571408E-2,6.574405760E-2
2.539142958E0,-3.236404628E-2,6.577825248E-2,-6.428428888E-3,7.359031654E-2
2.549196958E0,-4.018352777E-3,1.205754340E-2,-1.157984415E-2,1.719372858E-2
2.559251958E0,1.501579598E-2,-2.365257204E-2,-1.387312213E-2,3.126310622E-2
2.569306958E0,1.665272400E-2,-1.833452940E-2,-2.755034426E-2,3.704712747E-2
2.579360958E0,6.231085360E-3,-1.991444707E-2,-5.850723982E-3,2.167123896E-2
2.589415958E0,-1.945383266E-2,-2.078100443E-3,-9.993494544E-3,2.196907007E-2
2.599469958E0,-3.513869628E-2,5.163266838E-2,-5.578426458E-4,6.245775859E-2
2.609524958E0,-3.305021703E-2,5.578126788E-2,-7.692012191E-3,6.529191178E-2
2.619579958E0,-5.883760750E-4,2.660073817E-2,-1.257445553E-2,2.942893796E-2
2.629633958E0,-2.160546184E-3,3.234094977E-3,-3.328001261E-2,3.350651533E-2
2.639688958E0,-6.438807696E-3,-2.117919981E-2,-2.784212032E-2,3.556965580E-2
2.649742958E0,-1.463865057E-2,-2.195395589E-2,-2.411978284E-2,3.574954816E-2
2.659797958E0,1.282075122E-2,-1.131845534E-2,-2.274685660E-2,2.845871709E-2
2.669851958E0,1.178754821E-2,-1.439233661E-2,1.821171960E-2,2.603367774E-2
2.679906958E0,2.543100268E-2,6.208573580E-3,5.735533834E-3,2.679885504E-2
2.689961958E0,6.480776086E-2,-4.098898172E-4,1.363802752E-2,6.622846573E-2
2.700015958E0,4.395264298E-2,1.029928565E-2,8.501851559E-3,4.593682172E-2
2.710070958E0,8.954367578E-2,3.058561563E-2,-4.450608194E-2,1.045673997E-1
2.720124958E0,6.977116987E-2,-2.511379123E-3,-1.125473896E-2,7.071769453E-2
2.730179958E0,9.081003651E-2,-2.942318916E-3,-6.559291402E-2,1.120604763E-1
2.740234958E0,7.176375479E-2,1.356963336E-2,-6.746638019E-2,9.942778236E-2
2.750288958E0,3.821842477E-2,1.873447895E-2,-5.586199600E-2,7.022956137E-2
2.760343958E0,1.876444593E-2,3.807589889E-2,-6.044036586E-2,7.385740540E-2
2.770397958E0,3.208221048E-3,4.653857410E-2,-1.081152001E-2,4.788549390E-2
2.780452958E0,-1.002563596E-2,8.270886540E-3,-6.724298000E-3,1.463342489E-2
2.790507958E0,1.775477797E-2,-3.727892339E-2,-9.664278030E-3,4.240693976E-2
2.800561958E0,2.097220838E-2,-3.351974845E-2,-2.606454849E-2,4.735786892E-2
2.810616958E0,-6.160918772E-3,-2.795495331E-2,-4.890962005E-2,5.667086789E-2
2.820670958E0,-1.056007147E-2,-1.107988894E-2,-4.326354861E-2,4.589132475E-2
2.830725958E0,9.028539509E-3,-3.260407448E-3,-4.093398135E-2,4.204444805E-2
2.840780958E0,-1.409471333E-3,1.040453553E-2,-3.735552192E-2,3.880304095E-2
2.850834958E0,6.635127962E-3,2.287606180E-2,-1.901514530E-3,2.389466225E-2
2.860889958E0,3.922926217E-2,-8.376721144E-3,2.314561844E-2,4.631224590E-2
2.870943958E0,4.704435825E-2,-1.628917336E-2,2.983366370E-2,5.803926518E-2
2.880998958E0,3.700293481E-2,-2.328887522E-2,4.102348030E-2,5.995427282E-2
2.891052958E0,4.652541786E-2,-3.532419920E-2,2.338950215E-2,6.292441789E-2
2.901107958E0,2.136002496E-2,-1.829301417E-2,-5.175973568E-3,2.859502992E-2
2.911162958E0,3.422243759E-2,-1.261770666E-2,-1.897130946E-2,4.111316503E-2
2.921216958E0,6.304277882E-2,2.411976457E-3,-4.804600457E-2,7.930087103E-2
2.931271958E0,8.507903427E-2,-2.594994307E-3,-5.001357436E-2,9.872453438E-2
2.941325958E0,8.644421294E-2,-7.018997669E-3,-5.209046882E-2,1.011695864E-1
2.951380958E0,8.805585176E-2,1.491507769E-2,-1.533841610E-2,9.061765600E-2
2.961435958E0,8.043327525E-2,6.473744810E-2,2.810519021E-2,1.070063114E-1
2.971489958E0,8.264922380E-2,3.925469756E-2,3.464592218E-2,9.783744375E-2
2.981544958E0,1.169625856E-1,-8.571433425E-3,4.951186499E-2,1.272994135E-1
2.991598958E0,1.222018370E-1,-3.494120657E-2,5.705654562E-2,1.393184348E-1
3.001653958E0,9.659965709E-2,-3.366242051E-3,4.830907445E-2,1.080582806E-1
3.011708958E0,6.268098235E-2,3.178897262E-2,3.466340901E-2,7.836450889E-2
3.021763458E0,4.541737050E-2,1.305975616E-2,2.532959003E-3,4.732558140E-2
